Cliente_Comprou_o_Titulo?,Idade,Profissao,Estado_Civil,Formacao,Cliente_Devedor?,Saldo_Conta_Corrente,Tem_Hipoteca?,Tem_Emprestimo?,Qte_de_Ligacoes_Feitas
Sim,51,Técnico,Casado,Ensino Médio,Não,117,Não,Não,2
Não,52,Operário,Casado,Fundamental,Não,36,Não,Não,2
Não,52,Operário,Casado,Ensino Médio,Não,331,Não,Não,4
Não,52,Administrador,Casado,Ensino Médio,Não,173,Não,Não,5
Sim,52,Serviços Gerais,Casado,Fundamental,Não,1625,Não,Não,2
Sim,52,Técnico,Casado,Ensino Superior,Não,2557,Não,Não,1
Sim,52,Serviços Gerais,Casado,Ensino Médio,Não,992,Sim,Não,1
Sim,52,Autônomo,Casado,Ensino Superior,Não,4012,Não,Não,3
Não,52,Serviços Gerais,Divorciado,Fundamental,Não,130,Sim,Não,2
Não,52,Administrador,Casado,Fundamental,Não,204,Não,Não,2
Não,52,Administrador,Casado,Ensino Médio,Não,484,Sim,Não,1
Sim,52,Administrador,Casado,Desconhecido,Não,1708,Não,Não,1
Sim,52,Administrador,Solteiro,Ensino Médio,Não,2398,Sim,Não,1
Sim,52,Administrador,Casado,Ensino Superior,Não,388,Não,Não,1
Não,52,Operário,Casado,Ensino Médio,Não,1117,Sim,Não,1
Não,52,Diarista,Casado,Fundamental,Não,3283,Não,Não,1
Não,52,Técnico,Casado,Ensino Médio,Não,930,Sim,Não,16
Sim,52,Desempregado,Casado,Fundamental,Não,959,Não,Não,2
Não,52,Técnico,Casado,Ensino Médio,Não,22755,Sim,Não,2
Não,52,Autônomo,Solteiro,Fundamental,Não,217,Não,Sim,6
Não,52,Administrador,Casado,Ensino Superior,Não,659,Não,Não,4
Sim,52,Autônomo,Casado,Ensino Superior,Não,6657,Não,Não,1
Sim,52,Serviços Gerais,Divorciado,Ensino Médio,Não,36,Sim,Sim,1
Não,52,Administrador,Casado,Ensino Superior,Não,575,Não,Não,1
Não,52,Operário,Divorciado,Fundamental,Não,196,Sim,Não,3
Sim,52,Administrador,Solteiro,Ensino Médio,Não,726,Sim,Não,1
Sim,52,Administrador,Casado,Ensino Superior,Não,193,Não,Não,1
Sim,52,Serviços Gerais,Casado,Ensino Médio,Não,657,Não,Não,2
Não,52,Operário,Casado,Ensino Superior,Não,297,Sim,Não,1
Não,52,Técnico,Casado,Ensino Médio,Não,1490,Não,Sim,4
Sim,52,Administrador,Casado,Ensino Superior,Não,31,Não,Não,1
Sim,52,Administrador,Casado,Ensino Superior,Não,4675,Não,Não,3
Sim,52,Técnico,Casado,Ensino Superior,Não,2557,Não,Não,5
Não,52,Operário,Casado,Fundamental,Não,4793,Sim,Não,2
Sim,52,Empresário,Casado,Ensino Médio,Não,1306,Não,Não,1
Não,52,Administrador,Casado,Ensino Médio,Não,423,Sim,Sim,2
Sim,52,Desempregado,Divorciado,Ensino Médio,Não,230,Não,Não,2
Não,52,Técnico,Casado,Ensino Médio,Não,851,Não,Não,2
Não,52,Operário,Casado,Fundamental,Não,1409,Sim,Não,1
Não,52,Serviços Gerais,Casado,Ensino Médio,Não,497,Sim,Não,5
Sim,52,Serviços Gerais,Casado,Ensino Médio,Não,961,Não,Sim,1
Sim,52,Desconhecido,Casado,Desconhecido,Não,5361,Não,Não,3
Sim,52,Operário,Casado,Fundamental,Não,1524,Não,Não,6
Não,52,Diarista,Casado,Ensino Médio,Não,234,Não,Não,1
Não,52,Operário,Casado,Ensino Médio,Não,408,Não,Não,2
Não,52,Administrador,Casado,Ensino Médio,Não,1113,Não,Sim,1
Não,52,Diarista,Casado,Fundamental,Não,135,Não,Não,9
Não,52,Operário,Casado,Ensino Médio,Não,5275,Não,Sim,3
Não,52,Operário,Casado,Fundamental,Não,2396,Sim,Não,7
Sim,52,Técnico,Casado,Ensino Médio,Não,371,Sim,Sim,1
Não,52,Administrador,Casado,Ensino Médio,Não,5193,Não,Não,2
Não,52,Empresário,Divorciado,Ensino Médio,Não,7,Não,Não,5
Não,52,Empresário,Divorciado,Ensino Médio,Não,105,Não,Sim,4
Não,52,Diarista,Divorciado,Ensino Médio,Não,131,Sim,Sim,1
Não,52,Operário,Casado,Ensino Superior,Não,297,Sim,Não,2
Sim,52,Operário,Casado,Ensino Médio,Não,2230,Não,Não,3
Não,52,Aposentado,Casado,Fundamental,Não,6,Não,Não,2
Não,52,Administrador,Casado,Fundamental,Não,813,Não,Sim,2
Sim,52,Técnico,Casado,Ensino Médio,Não,5303,Sim,Não,1
Não,52,Administrador,Divorciado,Ensino Médio,Não,944,Não,Sim,1
Sim,52,Administrador,Divorciado,Ensino Médio,Não,363,Sim,Não,1
Não,52,Serviços Gerais,Casado,Ensino Médio,Não,108,Sim,Não,12
Não,52,Desempregado,Casado,Ensino Médio,Não,5091,Não,Não,1
Não,52,Operário,Casado,Fundamental,Não,230,Sim,Não,2
Sim,52,Técnico,Casado,Ensino Médio,Não,234,Não,Não,1
Não,52,Operário,Divorciado,Fundamental,Não,2800,Não,Não,1
Sim,52,Desempregado,Casado,Ensino Médio,Não,1416,Não,Não,3
Sim,52,Serviços Gerais,Casado,Fundamental,Não,306,Sim,Não,5
Não,52,Administrador,Divorciado,Ensino Médio,Não,48,Não,Sim,1
Não,52,Operário,Casado,Ensino Médio,Não,555,Sim,Não,2
Não,52,Administrador,Casado,Ensino Superior,Não,1453,Não,Não,21
Não,52,Serviços Gerais,Casado,Fundamental,Não,911,Não,Não,2
Não,52,Administrador,Casado,Ensino Superior,Não,6,Não,Não,1
Sim,52,Administrador,Solteiro,Ensino Superior,Não,83,Não,Não,6
Sim,52,Diarista,Casado,Fundamental,Não,10943,Não,Não,1
Não,52,Operário,Casado,Fundamental,Não,1271,Não,Não,3
Sim,52,Serviços Gerais,Casado,Ensino Médio,Não,1000,Não,Não,2
Não,52,Administrador,Casado,Ensino Superior,Não,11650,Sim,Não,1
Não,52,Administrador,Casado,Ensino Superior,Não,1319,Sim,Não,1
Não,52,Administrador,Casado,Ensino Superior,Não,291,Não,Não,3
Sim,52,Administrador,Casado,Ensino Superior,Não,583,Não,Não,1
Não,52,Operário,Casado,Ensino Médio,Não,2276,Não,Não,3
Não,52,Autônomo,Casado,Ensino Superior,Não,2289,Sim,Sim,1
Não,52,Técnico,Solteiro,Ensino Médio,Não,36,Sim,Não,1
Não,52,Administrador,Solteiro,Ensino Superior,Não,4,Não,Sim,9
Sim,52,Administrador,Casado,Ensino Superior,Não,1227,Não,Não,4
Sim,52,Empresário,Solteiro,Ensino Superior,Não,3469,Sim,Não,1
Não,52,Técnico,Casado,Ensino Superior,Não,523,Sim,Sim,1
Não,52,Administrador,Solteiro,Ensino Superior,Não,741,Não,Não,2
Não,52,Técnico,Casado,Ensino Médio,Não,475,Sim,Não,3
Não,52,Serviços Gerais,Casado,Desconhecido,Não,482,Sim,Sim,7
Não,52,Administrador,Casado,Ensino Superior,Não,4358,Não,Não,7
Sim,52,Serviços Gerais,Casado,Ensino Médio,Não,659,Não,Não,4
Sim,52,Técnico,Casado,Ensino Médio,Não,137,Não,Não,2
Sim,52,Serviços Gerais,Casado,Ensino Médio,Não,992,Sim,Não,1
Não,52,Desempregado,Casado,Ensino Médio,Não,2251,Sim,Não,9
Não,52,Administrador,Casado,Ensino Superior,Não,2428,Sim,Não,1
Não,52,Administrador,Casado,Ensino Superior,Não,601,Sim,Não,2
Não,52,Autônomo,Divorciado,Ensino Médio,Não,1291,Sim,Não,1
Não,52,Técnico,Casado,Ensino Médio,Não,337,Sim,Não,1
Não,52,Administrador,Casado,Ensino Médio,Não,299,Não,Não,4
Não,52,Aposentado,Casado,Ensino Médio,Não,603,Não,Sim,1
Não,52,Operário,Casado,Ensino Médio,Não,1319,Não,Não,2
Sim,52,Serviços Gerais,Casado,Ensino Médio,Não,659,Não,Não,1
Sim,52,Administrador,Casado,Ensino Médio,Não,1228,Sim,Sim,1
Não,52,Desempregado,Casado,Ensino Superior,Não,2133,Não,Sim,1
Não,52,Operário,Casado,Fundamental,Não,117,Não,Sim,2
Não,52,Autônomo,Divorciado,Ensino Médio,Não,385,Não,Sim,4
Sim,52,Desempregado,Casado,Ensino Médio,Não,94,Não,Não,3
Sim,52,Administrador,Casado,Ensino Superior,Não,40,Não,Não,3
Sim,52,Técnico,Casado,Ensino Médio,Não,371,Sim,Sim,2
Não,52,Administrador,Solteiro,Desconhecido,Não,872,Sim,Não,6
Sim,52,Aposentado,Divorciado,Ensino Superior,Não,3687,Sim,Sim,4
Não,52,Serviços Gerais,Casado,Ensino Médio,Não,820,Sim,Não,2
Sim,52,Administrador,Casado,Ensino Superior,Não,583,Não,Não,1
Sim,52,Técnico,Casado,Ensino Médio,Não,195,Sim,Não,1
Não,52,Administrador,Casado,Ensino Médio,Não,189,Não,Não,2
Não,52,Administrador,Casado,Ensino Superior,Não,1944,Sim,Não,3
Não,52,Técnico,Divorciado,Ensino Médio,Não,204,Não,Não,2
Sim,52,Técnico,Divorciado,Ensino Médio,Não,1005,Sim,Não,1
Sim,52,Empresário,Solteiro,Ensino Superior,Não,3469,Sim,Não,1
Sim,52,Administrador,Divorciado,Ensino Superior,Não,2104,Não,Não,2
Não,52,Operário,Casado,Ensino Médio,Não,1500,Não,Sim,3
Não,52,Autônomo,Casado,Ensino Médio,Não,517,Não,Não,4
Não,52,Técnico,Casado,Desconhecido,Não,425,Sim,Não,2
Sim,52,Desempregado,Casado,Ensino Médio,Não,94,Não,Não,1
Sim,52,Administrador,Solteiro,Desconhecido,Não,2227,Não,Não,2
Sim,52,Diarista,Casado,Fundamental,Não,3798,Sim,Não,1
Não,52,Operário,Casado,Fundamental,Não,1624,Não,Não,3
Não,52,Administrador,Divorciado,Fundamental,Não,92,Não,Sim,7
Sim,52,Administrador,Casado,Ensino Superior,Não,7192,Não,Não,1
Sim,52,Administrador,Casado,Ensino Médio,Não,335,Não,Não,1
Não,52,Operário,Solteiro,Ensino Médio,Não,1541,Sim,Não,1
Não,52,Administrador,Casado,Ensino Superior,Não,499,Não,Não,4
Não,52,Operário,Casado,Ensino Médio,Não,1027,Não,Não,1
Não,52,Administrador,Casado,Ensino Superior,Não,1158,Não,Não,4
Não,52,Operário,Casado,Fundamental,Não,924,Não,Não,4
Não,52,Técnico,Casado,Ensino Médio,Não,136,Não,Não,5
Não,52,Desempregado,Casado,Fundamental,Não,1724,Não,Não,1
Não,52,Serviços Gerais,Casado,Desconhecido,Não,337,Sim,Não,3
Sim,52,Aposentado,Casado,Desconhecido,Não,293,Não,Não,1
Sim,52,Técnico,Divorciado,Ensino Médio,Não,152,Não,Não,6
Sim,52,Operário,Casado,Fundamental,Não,306,Não,Não,1
Não,52,Serviços Gerais,Casado,Ensino Médio,Não,431,Não,Não,17
Sim,52,Desempregado,Casado,Ensino Médio,Não,1416,Não,Não,2
Não,52,Técnico,Casado,Ensino Superior,Não,7,Não,Sim,1
Não,52,Operário,Casado,Ensino Médio,Não,665,Sim,Não,4
Sim,52,Desempregado,Casado,Ensino Médio,Não,94,Não,Não,1
Não,52,Administrador,Casado,Fundamental,Não,48,Não,Não,2
Sim,52,Técnico,Casado,Ensino Superior,Não,876,Não,Não,3
Não,52,Administrador,Casado,Ensino Médio,Não,1648,Sim,Não,3
Sim,52,Administrador,Casado,Ensino Superior,Não,7135,Não,Não,3
Sim,52,Operário,Casado,Ensino Médio,Não,955,Não,Sim,1
Não,52,Administrador,Divorciado,Ensino Médio,Não,361,Não,Sim,1
Não,52,Desempregado,Casado,Ensino Médio,Não,1639,Não,Não,1
Não,52,Técnico,Divorciado,Ensino Médio,Não,511,Não,Sim,4
Sim,52,Administrador,Casado,Ensino Superior,Não,576,Não,Não,3
Sim,52,Aposentado,Casado,Ensino Superior,Não,2269,Não,Não,1
Não,52,Diarista,Casado,Fundamental,Não,256,Não,Não,1
Sim,52,Administrador,Casado,Ensino Superior,Não,3634,Não,Não,8
Não,52,Administrador,Casado,Ensino Médio,Não,722,Não,Não,2
Sim,52,Técnico,Solteiro,Ensino Médio,Não,436,Não,Sim,1
Sim,52,Técnico,Casado,Ensino Médio,Não,117,Não,Não,3
Não,52,Operário,Casado,Ensino Médio,Não,5828,Sim,Não,2
Não,52,Operário,Casado,Fundamental,Não,4660,Não,Não,3
Sim,52,Operário,Casado,Ensino Médio,Não,955,Não,Sim,2
Sim,52,Operário,Casado,Ensino Médio,Não,7119,Não,Sim,3
Não,52,Aposentado,Divorciado,Fundamental,Não,353,Não,Não,4
Sim,52,Operário,Casado,Ensino Médio,Não,580,Não,Não,2
Sim,52,Técnico,Casado,Ensino Médio,Não,386,Não,Não,1
Sim,52,Diarista,Casado,Ensino Médio,Não,3923,Sim,Não,3
Sim,52,Administrador,Casado,Desconhecido,Não,2240,Sim,Não,1
Não,52,Aposentado,Casado,Ensino Superior,Não,350,Não,Sim,1
Sim,52,Operário,Casado,Ensino Médio,Não,2087,Sim,Não,1
Não,52,Serviços Gerais,Casado,Ensino Médio,Não,2081,Sim,Não,1
Não,52,Empresário,Casado,Fundamental,Não,8298,Sim,Sim,18
Não,52,Serviços Gerais,Casado,Ensino Médio,Não,2993,Não,Não,6
Sim,52,Operário,Casado,Ensino Médio,Não,1405,Não,Sim,2
Sim,53,Administrador,Divorciado,Ensino Médio,Não,1004,Não,Sim,1
Sim,53,Técnico,Casado,Ensino Médio,Não,1982,Sim,Sim,1
Sim,53,Administrador,Divorciado,Desconhecido,Não,257,Não,Não,2
Não,53,Operário,Solteiro,Ensino Médio,Não,1442,Não,Não,8
Sim,53,Aposentado,Casado,Ensino Médio,Não,665,Sim,Não,2
Sim,53,Técnico,Casado,Ensino Superior,Não,395,Não,Não,1
Não,53,Administrador,Casado,Ensino Médio,Não,90,Sim,Não,5
Não,53,Administrador,Casado,Ensino Superior,Não,2578,Não,Não,4
Sim,53,Operário,Divorciado,Fundamental,Não,4401,Não,Não,1
Não,53,Técnico,Casado,Ensino Superior,Não,673,Sim,Não,1
Sim,53,Administrador,Divorciado,Ensino Superior,Não,50,Sim,Não,1
Sim,53,Operário,Casado,Fundamental,Não,421,Sim,Não,1
Não,53,Administrador,Casado,Ensino Superior,Não,800,Não,Não,1
Não,53,Técnico,Divorciado,Ensino Médio,Não,392,Sim,Não,1
Não,53,Administrador,Casado,Ensino Superior,Não,7067,Não,Não,3
Não,53,Diarista,Casado,Fundamental,Não,1903,Não,Não,1
Não,53,Administrador,Casado,Ensino Superior,Não,1945,Não,Não,7
Não,53,Aposentado,Casado,Ensino Médio,Não,1296,Sim,Não,1
Não,53,Técnico,Casado,Ensino Médio,Não,65,Não,Não,1
Sim,53,Operário,Solteiro,Ensino Médio,Não,1004,Não,Não,1
Não,53,Operário,Casado,Ensino Médio,Não,1103,Sim,Sim,2
Sim,53,Administrador,Divorciado,Ensino Superior,Não,2152,Não,Não,3
Não,53,Operário,Casado,Ensino Médio,Não,5700,Sim,Não,1
Não,53,Autônomo,Casado,Ensino Médio,Não,248,Não,Sim,1
Não,53,Administrador,Casado,Ensino Médio,Não,51,Sim,Não,1
Sim,53,Administrador,Casado,Ensino Superior,Não,3634,Não,Não,4
Sim,53,Técnico,Divorciado,Fundamental,Não,1443,Sim,Não,1
Não,53,Operário,Casado,Ensino Médio,Não,2,Sim,Não,2
Não,53,Administrador,Casado,Ensino Superior,Não,1356,Sim,Não,2
Sim,53,Técnico,Casado,Ensino Superior,Não,988,Não,Não,5
Sim,53,Técnico,Casado,Ensino Médio,Não,480,Não,Não,2
Não,53,Serviços Gerais,Casado,Fundamental,Não,49,Não,Não,1
Não,53,Técnico,Casado,Ensino Médio,Não,287,Não,Não,5
Sim,53,Administrador,Casado,Ensino Médio,Não,10541,Não,Não,1
Sim,53,Operário,Casado,Fundamental,Não,252,Não,Não,4
Não,53,Técnico,Divorciado,Ensino Médio,Não,45,Não,Não,6
Não,53,Operário,Casado,Ensino Médio,Não,1653,Não,Não,2
Sim,53,Técnico,Casado,Ensino Médio,Não,195,Sim,Não,1
Sim,53,Serviços Gerais,Casado,Ensino Médio,Não,6170,Não,Não,4
Sim,53,Operário,Casado,Desconhecido,Não,2509,Não,Não,2
Sim,53,Administrador,Solteiro,Ensino Médio,Não,654,Não,Não,1
Sim,53,Operário,Casado,Ensino Médio,Não,25,Não,Não,2
Não,53,Técnico,Casado,Ensino Superior,Não,476,Sim,Não,1
Sim,53,Administrador,Casado,Ensino Médio,Não,53,Sim,Não,1
Sim,53,Desconhecido,Casado,Fundamental,Não,732,Não,Não,2
Sim,53,Administrador,Casado,Ensino Médio,Não,3765,Não,Não,3
Não,53,Administrador,Casado,Fundamental,Não,228,Sim,Não,1
Sim,53,Administrador,Divorciado,Ensino Superior,Não,380,Não,Sim,2
Sim,53,Administrador,Casado,Ensino Médio,Não,109,Não,Não,1
Sim,53,Administrador,Casado,Ensino Médio,Não,2693,Não,Não,1
Não,53,Diarista,Casado,Ensino Médio,Não,1182,Sim,Não,1
Não,53,Técnico,Casado,Fundamental,Não,44,Não,Não,1
Não,53,Autônomo,Casado,Ensino Superior,Não,20,Sim,Não,2
Sim,53,Administrador,Casado,Ensino Superior,Não,1624,Não,Não,3
Não,53,Empresário,Casado,Ensino Superior,Não,1129,Não,Sim,8
Não,53,Empresário,Casado,Fundamental,Não,694,Sim,Não,1
Não,53,Operário,Casado,Fundamental,Não,1388,Não,Não,4
Sim,53,Administrador,Casado,Ensino Superior,Não,1624,Não,Não,3
Não,53,Desempregado,Solteiro,Ensino Médio,Não,4,Não,Não,3
Não,53,Operário,Casado,Ensino Médio,Não,208,Não,Não,15
Não,53,Técnico,Casado,Ensino Médio,Não,8417,Sim,Não,1
Não,53,Diarista,Divorciado,Ensino Médio,Não,292,Não,Não,2
Sim,53,Técnico,Casado,Ensino Médio,Não,10185,Não,Não,1
Não,53,Administrador,Solteiro,Ensino Superior,Não,1074,Sim,Não,2
Sim,53,Operário,Casado,Fundamental,Não,751,Sim,Não,2
Não,53,Operário,Casado,Ensino Médio,Não,913,Sim,Não,1
Sim,53,Administrador,Casado,Ensino Superior,Não,597,Não,Não,1
Sim,53,Diarista,Casado,Fundamental,Não,104,Não,Sim,1
Não,53,Técnico,Casado,Ensino Superior,Não,431,Sim,Não,1
Sim,53,Administrador,Casado,Ensino Médio,Não,10541,Não,Não,2
Sim,53,Técnico,Casado,Fundamental,Não,6181,Não,Não,2
Não,53,Diarista,Casado,Fundamental,Não,70,Não,Não,8
Não,53,Operário,Casado,Ensino Médio,Não,136,Sim,Não,1
Não,53,Operário,Divorciado,Ensino Médio,Não,640,Sim,Não,2
Não,53,Serviços Gerais,Casado,Ensino Médio,Não,2925,Sim,Não,4
Sim,53,Administrador,Casado,Ensino Superior,Não,1624,Não,Não,3
Sim,53,Operário,Casado,Ensino Médio,Não,6112,Não,Não,1
Não,53,Serviços Gerais,Casado,Fundamental,Não,8918,Sim,Não,2
Não,53,Serviços Gerais,Divorciado,Fundamental,Não,3107,Não,Não,1
Não,53,Desempregado,Casado,Ensino Médio,Não,582,Sim,Não,2
Não,53,Empresário,Solteiro,Desconhecido,Não,717,Não,Não,2
Sim,53,Desempregado,Casado,Ensino Médio,Não,94,Não,Não,1
Sim,53,Administrador,Casado,Ensino Médio,Não,1796,Não,Não,1
Não,53,Serviços Gerais,Casado,Ensino Médio,Não,197,Sim,Não,1
Não,53,Aposentado,Casado,Fundamental,Não,1068,Não,Não,1
Sim,53,Administrador,Solteiro,Ensino Médio,Não,2892,Não,Não,3
Não,53,Autônomo,Casado,Ensino Superior,Não,290,Não,Sim,3
Sim,53,Administrador,Casado,Ensino Superior,Não,15,Não,Não,2
Sim,53,Empresário,Casado,Ensino Superior,Não,1961,Não,Não,1
Sim,53,Operário,Casado,Fundamental,Não,5603,Não,Não,6
Não,53,Técnico,Casado,Desconhecido,Não,2242,Não,Não,14
Não,53,Operário,Casado,Ensino Médio,Não,21522,Não,Não,4
Não,53,Administrador,Casado,Ensino Médio,Não,2693,Não,Não,1
Não,53,Administrador,Divorciado,Ensino Médio,Não,223,Sim,Sim,1
Não,53,Técnico,Casado,Ensino Médio,Não,7984,Sim,Não,1
Sim,53,Administrador,Casado,Ensino Médio,Não,1796,Não,Não,1
Não,53,Operário,Casado,Ensino Médio,Não,3079,Não,Não,1
Sim,53,Operário,Divorciado,Fundamental,Não,4401,Não,Não,1
Sim,53,Operário,Casado,Fundamental,Não,343,Sim,Não,5
Não,53,Administrador,Casado,Ensino Superior,Não,37,Não,Não,9
Sim,53,Serviços Gerais,Divorciado,Ensino Médio,Não,36,Sim,Sim,1
Sim,53,Administrador,Casado,Ensino Superior,Não,6571,Não,Não,1
Não,53,Administrador,Divorciado,Ensino Médio,Não,592,Sim,Não,1
Sim,53,Aposentado,Casado,Ensino Superior,Não,2269,Não,Não,2
Não,53,Administrador,Solteiro,Ensino Médio,Não,291,Não,Não,1
Não,53,Serviços Gerais,Casado,Ensino Médio,Não,367,Sim,Sim,1
Sim,53,Desempregado,Divorciado,Ensino Médio,Não,587,Não,Não,1
Não,53,Administrador,Casado,Ensino Superior,Não,261,Não,Não,2
Não,53,Operário,Divorciado,Fundamental,Não,4222,Não,Não,1
Não,53,Administrador,Casado,Ensino Superior,Não,1348,Não,Sim,3
Não,53,Serviços Gerais,Divorciado,Fundamental,Não,778,Sim,Não,2
Não,53,Administrador,Casado,Ensino Superior,Não,75,Não,Não,2
Não,53,Administrador,Casado,Ensino Superior,Não,1356,Sim,Não,2
Não,53,Técnico,Casado,Fundamental,Não,6839,Sim,Não,1
Não,53,Administrador,Casado,Ensino Médio,Não,578,Não,Não,2
Sim,53,Serviços Gerais,Casado,Ensino Médio,Não,341,Não,Não,2
Não,53,Operário,Casado,Desconhecido,Não,111,Não,Não,3
Não,53,Técnico,Casado,Ensino Superior,Não,2557,Não,Não,4
Não,53,Desconhecido,Casado,Desconhecido,Não,549,Não,Não,2
Não,53,Administrador,Casado,Ensino Superior,Não,9072,Não,Não,2
Não,53,Administrador,Divorciado,Ensino Superior,Não,2894,Sim,Não,1
Não,53,Empresário,Casado,Ensino Médio,Não,162,Sim,Não,2
Sim,53,Técnico,Solteiro,Ensino Superior,Não,185,Sim,Não,2
Sim,53,Administrador,Casado,Desconhecido,Não,2240,Sim,Não,2
Não,53,Operário,Casado,Fundamental,Não,2295,Não,Não,10
Não,53,Técnico,Casado,Ensino Médio,Não,4930,Não,Sim,2
Não,53,Aposentado,Casado,Fundamental,Não,136,Sim,Não,2
Sim,53,Técnico,Casado,Ensino Médio,Não,1319,Não,Não,3
Sim,53,Administrador,Casado,Ensino Superior,Não,583,Não,Não,1
Não,53,Serviços Gerais,Casado,Desconhecido,Não,257,Sim,Não,2
Não,53,Técnico,Casado,Ensino Médio,Não,1776,Não,Não,7
Não,53,Operário,Divorciado,Fundamental,Não,559,Não,Não,5
Sim,53,Empresário,Casado,Fundamental,Não,27,Sim,Não,3
Não,53,Operário,Casado,Ensino Médio,Não,4380,Não,Não,7
Não,53,Administrador,Casado,Ensino Superior,Não,12,Não,Não,10
Sim,53,Administrador,Casado,Ensino Médio,Não,849,Sim,Não,3
Não,53,Autônomo,Casado,Ensino Médio,Não,534,Sim,Não,4
Não,53,Administrador,Casado,Ensino Superior,Não,20772,Não,Não,1
Sim,53,Técnico,Casado,Ensino Médio,Não,6831,Não,Não,2
Não,53,Administrador,Casado,Fundamental,Não,13901,Sim,Não,1
Sim,53,Diarista,Casado,Fundamental,Não,362,Não,Não,2
Não,53,Administrador,Casado,Ensino Médio,Não,2895,Sim,Não,1
Não,53,Técnico,Casado,Ensino Médio,Não,100,Não,Não,4
Sim,53,Administrador,Casado,Ensino Médio,Não,459,Não,Não,1
Sim,53,Operário,Casado,Fundamental,Não,306,Não,Não,3
Não,53,Administrador,Solteiro,Ensino Superior,Não,720,Sim,Não,1
Não,53,Técnico,Solteiro,Ensino Superior,Não,1,Não,Não,1
Sim,53,Administrador,Divorciado,Ensino Superior,Não,2679,Não,Não,3
Sim,53,Desempregado,Casado,Fundamental,Não,980,Sim,Não,1
Sim,53,Diarista,Casado,Fundamental,Não,2581,Não,Não,1
Sim,53,Operário,Casado,Ensino Médio,Não,1777,Sim,Não,5
Sim,53,Administrador,Casado,Ensino Superior,Não,3591,Sim,Não,2
Sim,53,Operário,Divorciado,Fundamental,Não,2656,Sim,Não,2
Não,53,Autônomo,Casado,Fundamental,Não,6,Sim,Não,2
Não,53,Administrador,Casado,Desconhecido,Não,527,Sim,Não,3
Sim,53,Técnico,Casado,Ensino Médio,Não,284,Não,Não,1
Não,53,Aposentado,Casado,Ensino Médio,Não,303,Sim,Não,2
Não,53,Administrador,Casado,Ensino Superior,Não,232,Sim,Não,1
Não,53,Empresário,Casado,Ensino Médio,Não,288,Não,Não,1
Não,53,Operário,Casado,Ensino Médio,Não,974,Sim,Não,2
Sim,53,Administrador,Solteiro,Ensino Médio,Não,2398,Sim,Não,1
Sim,53,Técnico,Solteiro,Ensino Médio,Não,925,Não,Não,3
Não,53,Diarista,Casado,Fundamental,Sim,945,Não,Não,2
Não,53,Autônomo,Casado,Fundamental,Não,4576,Não,Não,2
Não,53,Administrador,Divorciado,Ensino Médio,Não,1151,Sim,Não,1
Sim,53,Técnico,Casado,Ensino Superior,Não,9001,Não,Não,1
Sim,53,Técnico,Divorciado,Ensino Superior,Não,2228,Não,Não,1
Não,53,Administrador,Divorciado,Ensino Superior,Não,6388,Sim,Não,2
Não,53,Técnico,Divorciado,Desconhecido,Não,629,Sim,Não,1
Sim,53,Serviços Gerais,Divorciado,Ensino Médio,Não,765,Sim,Não,3
Sim,53,Administrador,Casado,Ensino Superior,Não,1624,Não,Não,1
Não,53,Operário,Casado,Fundamental,Não,4641,Não,Não,2
Sim,53,Técnico,Casado,Ensino Médio,Não,5303,Sim,Não,3
Não,53,Aposentado,Casado,Ensino Médio,Não,4968,Não,Não,1
Não,53,Aposentado,Casado,Ensino Superior,Não,7132,Não,Não,2
Não,53,Operário,Casado,Ensino Médio,Não,1093,Sim,Sim,3
Não,53,Técnico,Divorciado,Ensino Médio,Não,751,Sim,Não,4
Não,53,Administrador,Casado,Ensino Superior,Não,241,Sim,Não,1
Sim,53,Administrador,Casado,Ensino Superior,Não,3754,Não,Não,1
Não,53,Técnico,Casado,Ensino Médio,Não,6,Sim,Não,1
Não,53,Administrador,Casado,Ensino Superior,Não,5261,Não,Sim,3
Sim,53,Empresário,Solteiro,Ensino Médio,Não,62,Sim,Não,5
Não,54,Técnico,Divorciado,Ensino Médio,Não,83,Sim,Não,3
Não,54,Aposentado,Casado,Fundamental,Não,136,Sim,Não,1
Sim,54,Administrador,Divorciado,Ensino Superior,Não,2171,Sim,Sim,1
Sim,54,Desempregado,Solteiro,Ensino Médio,Não,380,Não,Não,2
Não,54,Técnico,Casado,Ensino Superior,Não,6507,Não,Não,1
Não,54,Autônomo,Casado,Ensino Médio,Não,203,Sim,Não,8
Não,54,Desconhecido,Casado,Desconhecido,Não,390,Não,Não,5
Não,54,Técnico,Casado,Ensino Médio,Não,3323,Sim,Sim,3
Não,54,Operário,Divorciado,Ensino Médio,Não,615,Não,Sim,1
Sim,54,Administrador,Casado,Ensino Médio,Não,2693,Não,Não,1
Sim,54,Aposentado,Solteiro,Ensino Médio,Não,129,Não,Sim,2
Não,54,Operário,Casado,Fundamental,Não,1895,Sim,Não,1
Sim,54,Técnico,Casado,Ensino Médio,Não,3994,Não,Sim,2
Sim,54,Técnico,Solteiro,Ensino Superior,Não,118,Não,Não,1
Sim,54,Administrador,Divorciado,Ensino Superior,Não,496,Não,Não,3
Sim,54,Técnico,Casado,Ensino Médio,Não,3994,Não,Sim,2
Não,54,Administrador,Casado,Ensino Superior,Não,154,Não,Não,3
Não,54,Diarista,Casado,Fundamental,Não,127,Não,Não,4
